country_year,gdp_for_year,country,year,sex,SuiCount,population,SuiRate
Bulgaria2011,57418414504,Bulgaria,2011,male,605,3413567,17.7234
Bulgaria2012,53903022339,Bulgaria,2012,male,673,3377973,19.9232
Bulgaria2013,55758754072,Bulgaria,2013,male,573,3358121,17.0631
Bulgaria2014,56731990232,Bulgaria,2014,male,552,3338844,16.5327
Cabo Verde2011,1864824081,Cabo Verde,2011,male,37,224507,16.4806
Canada1985,3.65E+11,Canada,1985,male,2565,11587500,22.1359
Canada1986,3.77E+11,Canada,1986,male,2850,11557800,24.6587
Canada1987,4.31E+11,Canada,1987,male,2792,11704200,23.8547
Canada1988,5.07E+11,Canada,1988,male,2734,11839500,23.0922
Canada1989,5.65E+11,Canada,1989,male,2695,11977000,22.5015
Canada1990,5.94E+11,Canada,1990,male,2673,12137700,22.0223
Canada1991,6.10E+11,Canada,1991,male,2875,12478800,23.0391
Canada1992,5.92E+11,Canada,1992,male,2922,13076300,22.3458
Canada1993,5.77E+11,Canada,1993,male,3014,13323400,22.6219
Canada1994,5.78E+11,Canada,1994,male,2968,13465900,22.0409
Canada1995,6.04E+11,Canada,1995,male,3156,13645000,23.1294
Canada1996,6.29E+11,Canada,1996,male,3093,13684700,22.6019
Canada1997,6.53E+11,Canada,1997,male,2914,13872900,21.005
Canada1998,6.32E+11,Canada,1998,male,2925,14017230,20.8672
Canada1999,6.76E+11,Canada,1999,male,3224,14171231,22.7503
Canada2000,7.42E+11,Canada,2000,male,2798,14334662,19.5191
Canada2001,7.36E+11,Canada,2001,male,2871,14464189,19.849
Canada2002,7.58E+11,Canada,2002,male,2851,14653689,19.4559
Canada2003,8.92E+11,Canada,2003,male,2903,14810344,19.6012
Canada2004,1.02E+12,Canada,2004,male,2734,14970104,18.2631
Canada2005,1.17E+12,Canada,2005,male,2857,15124359,18.8901
Canada2006,1.32E+12,Canada,2006,male,2695,15291122,17.6246
Canada2007,1.46E+12,Canada,2007,male,2727,15462567,17.6361
Canada2008,1.55E+12,Canada,2008,male,2777,15637297,17.7588
Canada2009,1.37E+12,Canada,2009,male,2989,15812656,18.9026
Canada2010,1.61E+12,Canada,2010,male,2981,15986926,18.6465
Canada2011,1.79E+12,Canada,2011,male,2781,16151270,17.2185
Canada2012,1.82E+12,Canada,2012,male,2972,16321801,18.2088
Canada2013,1.84E+12,Canada,2013,male,3041,16495277,18.4356
Chile1985,17702885394,Chile,1985,male,572,5270800,10.8522
Chile1986,18891048819,Chile,1986,male,532,5388900,9.8721
Chile1987,22255407685,Chile,1987,male,568,5525700,10.2792
Chile1988,26040229793,Chile,1988,male,580,5561000,10.4298
Chile1989,29885685143,Chile,1989,male,626,5657000,11.0659
Chile1990,33113887818,Chile,1990,male,634,5759000,11.0089
Chile1991,37834793730,Chile,1991,male,654,5844800,11.1894
Chile1992,45964327559,Chile,1992,male,562,5965000,9.4216
Chile1993,49297773130,Chile,1993,male,624,6063500,10.2911
Chile1994,57008425296,Chile,1994,male,704,6173900,11.4028
Chile1995,73447063319,Chile,1995,male,807,6349886,12.7089
Chile1996,78039572222,Chile,1996,male,796,6464115,12.3141
Chile1997,84952360922,Chile,1997,male,776,6571753,11.8081
Chile1998,81577430181,Chile,1998,male,899,6674247,13.4697
Chile1999,75173794497,Chile,1999,male,903,6774420,13.3296
Chile2000,77860932152,Chile,2000,male,1266,6874386,18.4162
Chile2001,70979923960,Chile,2001,male,1392,6972397,19.9644
Chile2002,69736811435,Chile,2002,male,1357,7068946,19.1966
Chile2003,75643459840,Chile,2003,male,1402,7164284,19.5693
Chile2004,99210392858,Chile,2004,male,1472,7257756,20.2818
Chile2005,1.23E+11,Chile,2005,male,1403,7348897,19.0913
Chile2006,1.55E+11,Chile,2006,male,1498,7437777,20.1404
Chile2007,1.74E+11,Chile,2007,male,1496,7524614,19.8814
Chile2008,1.80E+11,Chile,2008,male,1674,7609695,21.9983
Chile2009,1.72E+11,Chile,2009,male,1724,7693968,22.4072
Chile2010,2.19E+11,Chile,2010,male,1618,7777900,20.8025
Chile2011,2.52E+11,Chile,2011,male,1657,7857493,21.0882
Chile2012,2.67E+11,Chile,2012,male,1510,7940010,19.0176
Chile2013,2.78E+11,Chile,2013,male,1420,8023918,17.6971
Chile2014,2.61E+11,Chile,2014,male,1475,8106711,18.1948
Chile2015,2.44E+11,Chile,2015,male,1460,8186654,17.8339
Colombia1985,34894411352,Colombia,1985,male,783,12547500,6.2403
Colombia1986,34942489684,Colombia,1986,male,740,12814600,5.7747
Colombia1987,36373307085,Colombia,1987,male,756,13869002,5.451
Colombia1988,39212550050,Colombia,1988,male,741,14182328,5.2248
Colombia1989,39540080200,Colombia,1989,male,653,14494887,4.505
Colombia1990,40274204595,Colombia,1990,male,665,14806588,4.4912
Colombia1991,41239551378,Colombia,1991,male,798,15122154,5.277
Colombia1992,49279585355,Colombia,1992,male,850,14642700,5.8049
Colombia1993,55802538219,Colombia,1993,male,871,14952100,5.8253
Colombia1994,81703500846,Colombia,1994,male,930,15264300,6.0926
Colombia1995,92507279383,Colombia,1995,male,889,16326909,5.445
Colombia1996,97160109278,Colombia,1996,male,951,16622404,5.7212
Colombia1997,1.07E+11,Colombia,1997,male,961,16930532,5.6761
Colombia1998,98443739941,Colombia,1998,male,1552,17246136,8.9991
Colombia1999,86186158685,Colombia,1999,male,1650,17559059,9.3969
Colombia2000,99886577331,Colombia,2000,male,1815,17861903,10.1613
Colombia2001,98203546156,Colombia,2001,male,1855,18169014,10.2097
Colombia2002,97933391976,Colombia,2002,male,1815,18456847,9.8337
Colombia2003,94684584163,Colombia,2003,male,1692,18730678,9.0333
Colombia2004,1.17E+11,Colombia,2004,male,1743,19001408,9.173
Colombia2005,1.47E+11,Colombia,2005,male,1637,19275991,8.4924
Colombia2006,1.63E+11,Colombia,2006,male,1717,19533523,8.79
Colombia2007,2.07E+11,Colombia,2007,male,1727,19806933,8.7192
Colombia2008,2.44E+11,Colombia,2008,male,1772,20089387,8.8206
Colombia2009,2.34E+11,Colombia,2009,male,1802,20368412,8.847
Colombia2010,2.87E+11,Colombia,2010,male,1710,20635097,8.2869
Colombia2011,3.35E+11,Colombia,2011,male,1662,20899844,7.9522
Colombia2012,3.70E+11,Colombia,2012,male,1732,21148584,8.1897
Colombia2013,3.80E+11,Colombia,2013,male,1663,21383541,7.777
Colombia2014,3.78E+11,Colombia,2014,male,1755,21610898,8.1209
Colombia2015,2.92E+11,Colombia,2015,male,1850,21834701,8.4728
Costa Rica1985,4796628461,Costa Rica,1985,male,112,1127600,9.9326
Costa Rica1986,5477895475,Costa Rica,1986,male,118,1156200,10.2058
Costa Rica1987,5841132962,Costa Rica,1987,male,97,1210500,8.0132
Costa Rica1988,6063759371,Costa Rica,1988,male,121,1243000,9.7345
Costa Rica1989,6866402028,Costa Rica,1989,male,136,1290000,10.5426
Costa Rica1990,7403457319,Costa Rica,1990,male,139,1327000,10.4748
Costa Rica1991,7168999428,Costa Rica,1991,male,106,1364000,7.7713
Costa Rica1992,8528593084,Costa Rica,1992,male,126,1402700,8.9827
Costa Rica1993,9537297507,Costa Rica,1993,male,137,1441100,9.5066
Costa Rica1994,10432619390,Costa Rica,1994,male,133,1479100,8.992
Costa Rica1995,11513472694,Costa Rica,1995,male,173,1586700,10.9031
Costa Rica1996,11618286553,Costa Rica,1996,male,185,1601609,11.5509
Costa Rica1997,12552071367,Costa Rica,1997,male,159,1644581,9.6681
Costa Rica1998,13617405420,Costa Rica,1998,male,200,1687076,11.8548
Costa Rica1999,14195623425,Costa Rica,1999,male,210,1728621,12.1484
Costa Rica2000,14949514585,Costa Rica,2000,male,211,1768897,11.9283
Costa Rica2001,15913363335,Costa Rica,2001,male,170,1806222,9.4119
Costa Rica2002,16504795453,Costa Rica,2002,male,236,1842690,12.8074
Costa Rica2003,17195867540,Costa Rica,2003,male,262,1878201,13.9495
Costa Rica2004,18529767934,Costa Rica,2004,male,281,1912463,14.6931
Costa Rica2005,19952156475,Costa Rica,2005,male,231,1945320,11.8747
Costa Rica2006,22600431878,Costa Rica,2006,male,295,1978470,14.9105
Costa Rica2007,26743874206,Costa Rica,2007,male,226,2008814,11.2504
Costa Rica2008,30612932876,Costa Rica,2008,male,227,2037100,11.1433
Costa Rica2009,30562361123,Costa Rica,2009,male,236,2064645,11.4305
Costa Rica2010,37268635287,Costa Rica,2010,male,268,2092322,12.8087
Costa Rica2011,42262697840,Costa Rica,2011,male,263,2117226,12.4219
Costa Rica2012,46473128286,Costa Rica,2012,male,260,2144068,12.1265
Costa Rica2013,49745088112,Costa Rica,2013,male,272,2172083,12.5225
Costa Rica2014,50577769838,Costa Rica,2014,male,223,2199826,10.1372
Croatia1995,22387561845,Croatia,1995,male,687,2170100,31.6575
Croatia1996,23678012697,Croatia,1996,male,738,2019600,36.5419
Croatia1997,23822087053,Croatia,1997,male,692,2055400,33.6674
Croatia1998,25432144406,Croatia,1998,male,745,2023200,36.8229
Croatia1999,23386945597,Croatia,1999,male,716,2049900,34.9285
Croatia2000,21774273832,Croatia,2000,male,692,1970700,35.1144
Croatia2001,23289671102,Croatia,2001,male,656,2005417,32.7114
Croatia2002,26878499206,Croatia,2002,male,644,2022800,31.8371
Croatia2003,34658113497,Croatia,2003,male,672,2026900,33.1541
Croatia2004,41574530816,Croatia,2004,male,645,2029200,31.7859
Croatia2005,45416358502,Croatia,2005,male,651,2032687,32.0266
Croatia2006,50453577898,Croatia,2006,male,573,2033506,28.1779
Croatia2007,60093222709,Croatia,2007,male,577,2032494,28.3888
Croatia2008,70481451449,Croatia,2008,male,609,2030636,29.9906
Croatia2009,62703143057,Croatia,2009,male,618,2026827,30.491
Croatia2010,59829574391,Croatia,2010,male,584,2021927,28.8833
Croatia2011,62375044443,Croatia,2011,male,520,2015247,25.8033
Croatia2012,56565475275,Croatia,2012,male,596,1949346,30.5744
Croatia2013,58085856019,Croatia,2013,male,546,1944985,28.0722
Croatia2014,57629518806,Croatia,2014,male,536,1938503,27.6502
Croatia2015,49425513611,Croatia,2015,male,542,1924285,28.1663
Croatia2016,51338524831,Croatia,2016,male,515,1702538,30.249
Cuba1992,22085858243,Cuba,1992,male,1333,4971200,26.8145
Cuba1993,22367254865,Cuba,1993,male,1410,5013800,28.1224
Cuba1994,28448326757,Cuba,1994,male,1441,5055100,28.5059
Cuba1995,30429803651,Cuba,1995,male,1409,5093200,27.6643
Cuba1996,25017300000,Cuba,1996,male,1354,5128400,26.402
Cuba1997,25366200000,Cuba,1997,male,1401,5150448,27.2015
Cuba1998,25736331247,Cuba,1998,male,1401,5170056,27.0984
Cuba1999,28364615242,Cuba,1999,male,1466,5187305,28.2613
Cuba2000,30565400000,Cuba,2000,male,1310,5208251,25.1524
Cuba2001,31682400000,Cuba,2001,male,1203,5225356,23.0224
Cuba2002,33590500000,Cuba,2002,male,1147,5248199,21.8551
Cuba2003,35901200000,Cuba,2003,male,1126,5274417,21.3483
Cuba2004,38203000000,Cuba,2004,male,1144,5298607,21.5906
Cuba2005,42643836075,Cuba,2005,male,1046,5317382,19.6713
Cuba2006,52742800000,Cuba,2006,male,1103,5334673,20.6761
Cuba2007,58603900000,Cuba,2007,male,1041,5345613,19.4739
Cuba2008,60806300000,Cuba,2008,male,1067,5352294,19.9354
Cuba2009,62080000000,Cuba,2009,male,1141,5358281,21.2941
Cuba2010,64328000000,Cuba,2010,male,1229,5365724,22.9046
Cuba2011,68990000000,Cuba,2011,male,1214,5375083,22.5857
Cuba2012,73141000000,Cuba,2012,male,1199,5384853,22.2662
Cuba2013,77148000000,Cuba,2013,male,1201,5394589,22.263
Cuba2014,80656100000,Cuba,2014,male,1146,5403715,21.2076
Cuba2015,87132800000,Cuba,2015,male,1211,5411882,22.3767
Cyprus1999,10614455232,Cyprus,1999,male,1,430896,0.2321
Cyprus2000,10183317625,Cyprus,2000,male,7,440436,1.5893
Cyprus2004,17422375000,Cyprus,2004,male,5,337686,1.4807
Cyprus2005,18703146375,Cyprus,2005,male,12,342777,3.5008
Cyprus2006,20403713461,Cyprus,2006,male,12,348672,3.4416
Cyprus2007,24077470572,Cyprus,2007,male,15,356088,4.2124
Cyprus2008,27839460964,Cyprus,2008,male,31,364745,8.4991
Cyprus2009,25942622951,Cyprus,2009,male,25,373674,6.6903
Cyprus2010,25562251656,Cyprus,2010,male,30,382346,7.8463
Cyprus2011,27427161523,Cyprus,2011,male,25,388383,6.4369
Cyprus2012,25041372222,Cyprus,2012,male,34,394572,8.6169
Cyprus2013,24084572491,Cyprus,2013,male,40,394173,10.1478
Cyprus2014,23359294149,Cyprus,2014,male,31,389595,7.957
Cyprus2015,19676167240,Cyprus,2015,male,31,385655,8.0383
Cyprus2016,20153871681,Cyprus,2016,male,31,342633,9.0476
Czech Republic1990,40477403220,Czech Republic,1990,male,1434,4702800,30.4925
Czech Republic1991,29675502270,Czech Republic,1991,male,1393,4675200,29.7955
Czech Republic1992,34590052812,Czech Republic,1992,male,1485,4683500,31.7071
Czech Republic1993,40614350197,Czech Republic,1993,male,1412,4695300,30.0726
Czech Republic1994,47554674591,Czech Republic,1994,male,1341,4707100,28.4889
Czech Republic1995,59775697061,Czech Republic,1995,male,1284,4719100,27.2086
Czech Republic1996,66985765439,Czech Republic,1996,male,1206,4731500,25.4887
Czech Republic1997,61792161168,Czech Republic,1997,male,1311,4745200,27.6279
Czech Republic1998,66490372105,Czech Republic,1998,male,1268,4757600,26.6521
Czech Republic1999,64867483193,Czech Republic,1999,male,1285,4764814,26.9685
Czech Republic2000,61649492817,Czech Republic,2000,male,1298,4766727,27.2304
Czech Republic2001,67523642262,Czech Republic,2001,male,1294,4785268,27.0413
Czech Republic2002,81910771994,Czech Republic,2002,male,1216,4734127,25.6858
Czech Republic2003,99627140274,Czech Republic,2003,male,1365,4735234,28.8265
Czech Republic2004,1.19E+11,Czech Republic,2004,male,1286,4735050,27.1592
Czech Republic2005,1.36E+11,Czech Republic,2005,male,1273,4748532,26.8083
Czech Republic2006,1.55E+11,Czech Republic,2006,male,1142,4763093,23.976
Czech Republic2007,1.89E+11,Czech Republic,2007,male,1149,4789057,23.9922
Czech Republic2008,2.36E+11,Czech Republic,2008,male,1123,4841282,23.1963
Czech Republic2009,2.06E+11,Czech Republic,2009,male,1230,4866450,25.2751
Czech Republic2010,2.07E+11,Czech Republic,2010,male,1245,4867798,25.5762
Czech Republic2011,2.28E+11,Czech Republic,2011,male,1337,4850795,27.5625
Czech Republic2012,2.07E+11,Czech Republic,2012,male,1380,4860859,28.39
Czech Republic2013,2.09E+11,Czech Republic,2013,male,1294,4867777,26.583
Czech Republic2014,2.08E+11,Czech Republic,2014,male,1196,4881393,24.5012
Czech Republic2015,1.87E+11,Czech Republic,2015,male,1133,4896422,23.1393
Czech Republic2016,1.95E+11,Czech Republic,2016,male,1060,4354464,24.3428
Denmark1994,1.56E+11,Denmark,1994,male,680,2398600,28.3499
Denmark1995,1.85E+11,Denmark,1995,male,625,2406100,25.9756
Denmark1996,1.88E+11,Denmark,1996,male,631,2421400,26.0593
Denmark1997,1.74E+11,Denmark,1997,male,560,2432000,23.0263
Denmark1998,1.77E+11,Denmark,1998,male,547,2441700,22.4024
Denmark1999,1.78E+11,Denmark,1999,male,563,2452439,22.9567
Denmark2000,1.64E+11,Denmark,2000,male,533,2463995,21.6315
Denmark2001,1.65E+11,Denmark,2001,male,507,2474748,20.4869
Denmark2002,1.79E+11,Denmark,2002,male,503,2486962,20.2255
Denmark2003,2.18E+11,Denmark,2003,male,480,2495463,19.2349
Denmark2004,2.51E+11,Denmark,2004,male,469,2503915,18.7307
Denmark2005,2.64E+11,Denmark,2005,male,457,2512936,18.1859
Denmark2006,2.83E+11,Denmark,2006,male,472,2524472,18.697
Denmark2007,3.19E+11,Denmark,2007,male,401,2536720,15.8078
Denmark2008,3.53E+11,Denmark,2008,male,418,2552856,16.3738
Denmark2009,3.21E+11,Denmark,2009,male,477,2568519,18.571
Denmark2010,3.22E+11,Denmark,2010,male,405,2580862,15.6924
Denmark2011,3.44E+11,Denmark,2011,male,437,2594580,16.8428
Denmark2012,3.27E+11,Denmark,2012,male,494,2608867,18.9354
Denmark2013,3.44E+11,Denmark,2013,male,450,2624006,17.1494
Denmark2014,3.53E+11,Denmark,2014,male,469,2645798,17.7262
Denmark2015,3.01E+11,Denmark,2015,male,390,2671158,14.6004
Dominica1985,98585185,Dominica,1985,male,0,33400,0
Ecuador1985,17149094590,Ecuador,1985,male,279,3855900,7.2357
Ecuador1986,15314143988,Ecuador,1986,male,246,3966200,6.2024
Ecuador1987,13945431882,Ecuador,1987,male,259,4196500,6.1718
Ecuador1988,13051886552,Ecuador,1988,male,324,4314900,7.5089
Ecuador1989,13890828708,Ecuador,1989,male,267,4302107,6.2063
Ecuador1990,15239278100,Ecuador,1990,male,295,4413010,6.6848
Ecuador1991,16988535268,Ecuador,1991,male,305,4561400,6.6865
Ecuador1992,18094238119,Ecuador,1992,male,333,4638103,7.1797
Ecuador1993,18938717359,Ecuador,1993,male,352,4755188,7.4024
Ecuador1994,22708673337,Ecuador,1994,male,341,4872858,6.9979
Ecuador1995,24432884442,Ecuador,1995,male,366,4989612,7.3352
Ecuador1996,25226393197,Ecuador,1996,male,396,5106018,7.7556
Ecuador1997,28162053027,Ecuador,1997,male,390,5220587,7.4704
Ecuador1998,27981896948,Ecuador,1998,male,373,5333439,6.9936
Ecuador1999,19645272636,Ecuador,1999,male,426,5445356,7.8232
Ecuador2000,18327764882,Ecuador,2000,male,371,5556949,6.6763
Ecuador2001,24468324000,Ecuador,2001,male,399,5665002,7.0432
Ecuador2002,28548945000,Ecuador,2002,male,397,5773873,6.8758
Ecuador2003,32432858000,Ecuador,2003,male,453,5883666,7.6993
Ecuador2004,36591661000,Ecuador,2004,male,555,5993885,9.2594
Ecuador2005,41507085000,Ecuador,2005,male,683,6104189,11.189
Ecuador2006,46802044000,Ecuador,2006,male,602,6218476,9.6808
Ecuador2007,51007777000,Ecuador,2007,male,731,6330837,11.5467
Ecuador2008,61762635000,Ecuador,2008,male,673,6442094,10.4469
Ecuador2009,62519686000,Ecuador,2009,male,719,6553950,10.9705
Ecuador2010,69555367000,Ecuador,2010,male,658,6667422,9.8689
Ecuador2011,79276664000,Ecuador,2011,male,654,6777370,9.6498
Ecuador2012,87924544000,Ecuador,2012,male,711,6892022,10.3163
Ecuador2013,95129659000,Ecuador,2013,male,490,7010035,6.99
Ecuador2014,1.02E+11,Ecuador,2014,male,567,7129025,7.9534
Ecuador2015,99290381000,Ecuador,2015,male,807,7247226,11.1353
El Salvador1990,4817542204,El Salvador,1990,male,375,2186396,17.1515
El Salvador1991,5252342400,El Salvador,1991,male,320,2215946,14.4408
El Salvador1992,5813399300,El Salvador,1992,male,272,2233200,12.1798
El Salvador1993,6680269200,El Salvador,1993,male,272,2283100,11.9136
El Salvador1995,8921947100,El Salvador,1995,male,418,2329215,17.946
El Salvador1996,9586327800,El Salvador,1996,male,372,2352681,15.8117
El Salvador1997,10221705900,El Salvador,1997,male,379,2376209,15.9498
El Salvador1998,10936669900,El Salvador,1998,male,345,2399504,14.378
El Salvador1999,11284197000,El Salvador,1999,male,346,2422305,14.2839
El Salvador2000,11784927700,El Salvador,2000,male,319,2444552,13.0494
El Salvador2001,12282533600,El Salvador,2001,male,362,2467560,14.6704
El Salvador2002,12664190300,El Salvador,2002,male,304,2489544,12.2111
El Salvador2003,13243892200,El Salvador,2003,male,388,2510237,15.4567
El Salvador2004,13724810900,El Salvador,2004,male,349,2529179,13.7989
El Salvador2005,14698001400,El Salvador,2005,male,337,2546224,13.2353
El Salvador2006,15999886400,El Salvador,2006,male,293,2565674,11.42
El Salvador2007,17011750900,El Salvador,2007,male,389,2579489,15.0805
El Salvador2008,17986886200,El Salvador,2008,male,374,2589721,14.4417
El Salvador2009,17601616000,El Salvador,2009,male,393,2599195,15.1201
El Salvador2010,18447922400,El Salvador,2010,male,304,2609773,11.6485
El Salvador2011,20283783700,El Salvador,2011,male,367,2617339,14.0219
El Salvador2012,21386153000,El Salvador,2012,male,396,2629132,15.062
El Salvador2013,21977401900,El Salvador,2013,male,386,2643939,14.5994
El Salvador2014,22585841200,El Salvador,2014,male,278,2659294,10.4539
Estonia1995,4373665146,Estonia,1995,male,466,624246,74.6501
Estonia1996,4746109767,Estonia,1996,male,433,616784,70.2029
Estonia1997,5066240419,Estonia,1997,male,431,611186,70.5186
Estonia1998,5617109245,Estonia,1998,male,396,606538,65.2886
Estonia1999,5726897998,Estonia,1999,male,375,602383,62.2528
Estonia2000,5685774809,Estonia,2000,male,289,618720,46.7093
Estonia2001,6245069734,Estonia,2001,male,315,614410,51.2687
Estonia2002,7322069511,Estonia,2002,male,299,609855,49.028
Estonia2003,9833870709,Estonia,2003,male,276,605100,45.6123
Estonia2004,12059201242,Estonia,2004,male,264,600315,43.9769
Estonia2005,14006088297,Estonia,2005,male,220,595835,36.923
Estonia2006,16963625016,Estonia,2006,male,191,591250,32.3044
Estonia2007,22237061730,Estonia,2007,male,205,587025,34.9219
Estonia2008,24194039256,Estonia,2008,male,189,584020,32.3619
Estonia2009,19652492637,Estonia,2009,male,220,582135,37.7919
Estonia2010,19490936349,Estonia,2010,male,181,580490,31.1806
Estonia2011,23170239901,Estonia,2011,male,178,578836,30.7514
Estonia2012,23043864510,Estonia,2012,male,190,580762,32.7156
Estonia2013,25137153149,Estonia,2013,male,171,577113,29.6302
